Longitude,Latitude,building_count_50,building_count_100,building_count_150,building_count_200,building_count_250,building_count_300,building_count_350,building_count_400,building_count_450,building_count_500,building_count_550,building_count_600,building_count_650,building_count_700,building_count_750,building_count_800,building_count_850,building_count_900,building_count_950,building_count_1000
-73.9099,40.81081,2,5,10,15,24,31,40,48,56,66,77,94,108,128,147,169,184,209,243,275
-73.90992833,40.81075333,3,5,10,14,22,30,40,50,56,68,78,92,108,126,147,171,183,209,241,274
-73.909965,40.810705,3,6,10,14,20,30,38,49,56,69,77,91,110,125,145,171,186,210,241,274
-73.90995167,40.81062833,4,7,12,14,20,32,39,50,58,68,79,90,108,126,146,167,185,209,238,273
-73.90991333,40.8106,4,7,12,14,20,32,40,51,59,67,80,90,108,131,146,165,184,205,237,272
-73.90974333,40.810515,2,7,12,16,23,33,45,53,61,69,83,95,110,129,147,161,188,203,225,260
-73.90966667,40.810495,2,7,13,16,24,34,46,55,62,71,84,95,113,130,150,160,183,203,223,257
-73.90959167,40.81047333,3,7,12,16,24,36,47,54,65,72,84,99,117,130,149,158,180,205,221,250
-73.90951833,40.810445,3,8,14,18,25,36,48,55,65,74,87,102,115,129,149,160,177,203,222,247
-73.90944,40.81042333,2,9,13,19,27,36,49,53,66,75,86,104,115,132,148,162,179,196,218,244
-73.909385,40.8104,4,9,12,18,29,37,49,55,67,76,88,103,118,132,146,163,177,192,220,240
-73.909345,40.81038,4,9,12,20,29,37,49,55,68,78,88,103,118,133,147,160,173,192,218,240
-73.90925333,40.81033333,3,11,12,21,28,39,47,57,70,78,91,104,119,133,146,160,175,190,215,237
-73.90922333,40.81030667,4,9,13,21,27,39,47,60,71,79,91,104,119,130,146,161,174,190,211,232
-73.90917333,40.81029333,4,9,13,21,26,38,45,60,71,81,93,105,117,130,147,162,174,189,207,233
-73.90911833,40.81028,4,9,13,21,28,38,44,61,73,83,94,105,117,133,147,163,172,186,207,233
-73.909055,40.81026167,2,7,13,21,27,37,45,62,72,85,94,106,118,133,146,163,174,185,205,231
-73.90897833,40.81023833,2,7,13,21,26,35,46,62,72,87,96,108,117,131,147,163,174,186,204,227
-73.908895,40.81021833,2,7,14,22,25,36,45,63,75,89,96,108,117,130,147,163,173,186,200,228
-73.90871333,40.81017333,2,5,12,22,24,34,48,64,77,88,98,108,118,131,146,162,175,184,201,224
-73.90862167,40.810155,3,5,12,18,24,33,49,66,78,89,97,110,117,130,148,161,173,182,202,219
-73.90853667,40.81013833,3,5,11,18,24,32,46,64,80,90,96,109,120,129,147,160,172,187,202,223
-73.90847,40.81012667,3,6,11,17,24,32,47,65,78,89,96,108,122,129,149,160,173,189,202,222
-73.90843167,40.810125,3,6,10,16,24,32,45,65,78,89,98,107,123,128,147,160,173,190,202,220
-73.90818333,40.81009667,4,6,9,15,20,30,48,64,78,88,96,107,116,129,148,160,178,190,207,221
-73.9081,40.81007833,3,6,9,15,19,34,49,62,76,87,97,106,117,129,147,163,178,192,208,223
-73.90800833,40.81006,2,6,8,16,21,33,45,58,74,86,98,106,118,131,149,167,179,190,208,223
-73.90791833,40.81004,2,4,7,14,25,30,44,58,71,84,96,107,118,131,150,167,180,190,209,222
-73.90782333,40.810025,2,3,7,15,25,30,44,56,71,84,94,105,119,132,151,168,180,192,206,225
-73.907525,40.80997833,2,3,6,14,22,31,39,50,65,79,85,105,118,136,149,167,182,191,205,222
-73.90740667,40.809905,2,3,5,13,19,27,35,47,60,74,86,102,118,133,148,165,179,189,205,223
-73.90739667,40.80987,2,3,5,14,18,27,37,47,60,73,86,102,116,132,148,162,179,191,205,224
-73.90739833,40.80982833,1,3,5,15,18,26,37,46,58,72,85,102,115,133,148,162,177,191,203,224
-73.90741167,40.80977667,2,3,4,13,18,25,36,45,58,71,84,101,116,133,147,162,174,189,203,222
-73.907465,40.80964333,1,3,4,10,18,25,35,41,56,71,82,97,114,128,139,154,170,186,199,219
-73.90749167,40.80957167,1,2,5,10,17,26,35,41,54,66,81,98,112,128,138,152,171,183,197,217
-73.90751833,40.80950167,1,2,5,10,17,27,34,41,55,67,80,97,108,126,135,150,167,179,194,214
-73.90753833,40.80944167,1,2,5,9,15,27,32,43,54,67,78,96,107,125,133,148,164,179,195,212
-73.90755,40.80939833,1,3,5,9,16,27,31,43,53,66,75,94,107,124,133,147,164,178,194,212
-73.90761333,40.80920333,1,4,4,8,16,21,31,41,54,60,77,91,104,118,130,141,155,171,185,205
-73.90763833,40.80913833,3,4,4,7,16,21,29,41,54,59,75,86,104,116,129,141,156,170,187,202
-73.90766,40.80906667,3,4,4,7,15,21,28,42,52,59,74,87,102,112,124,140,155,168,184,200
-73.90768,40.80899,3,4,4,6,15,20,28,42,50,59,72,86,99,109,123,139,151,164,179,196
-73.90770167,40.80891167,2,4,5,7,13,19,27,40,49,58,70,83,93,107,122,137,150,162,177,194
-73.90772667,40.808825,2,4,5,8,13,20,29,37,49,58,71,80,92,106,119,133,146,157,176,189
-73.90775667,40.808735,2,3,5,8,12,20,28,37,49,56,71,77,91,102,119,133,145,155,169,189
-73.907785,40.80864333,2,3,6,7,13,19,29,36,44,56,70,75,87,97,117,131,145,154,169,188
-73.90781833,40.80855,2,3,6,9,14,20,27,37,42,59,68,74,83,97,115,129,141,152,163,185
-73.90785667,40.80845667,1,3,5,8,14,20,26,36,42,58,66,75,79,95,110,127,138,152,165,180
-73.90789333,40.80836,2,3,4,10,14,20,26,32,42,51,67,73,78,90,108,125,134,149,164,175
-73.90792833,40.80826167,2,3,4,8,14,20,26,31,41,51,65,71,78,88,103,117,131,147,164,174
-73.90800833,40.80806667,1,4,5,9,14,19,25,32,37,49,56,69,76,87,97,115,128,144,159,172
-73.90802667,40.80797667,1,4,5,10,14,18,25,30,36,47,54,65,75,87,95,111,124,141,156,174
-73.90804667,40.807885,1,5,6,10,13,18,24,30,36,44,53,60,75,83,95,107,122,139,153,173
-73.90808667,40.80778833,1,2,8,11,13,17,23,30,37,41,52,58,74,81,94,105,121,135,153,169
-73.90813,40.80769167,1,2,8,11,13,17,22,29,36,39,47,57,69,82,91,101,117,134,152,167
-73.90817333,40.80759667,2,3,7,11,14,16,20,29,36,40,47,56,65,80,90,99,116,129,147,167
-73.90821333,40.8075,2,4,7,12,15,15,20,26,35,39,43,56,65,76,89,98,115,128,145,165
-73.908245,40.80741333,2,4,7,11,14,15,18,26,34,40,43,53,63,72,89,97,112,128,145,161
-73.90827,40.80732833,1,4,7,11,13,15,18,25,33,40,43,49,61,71,83,95,113,125,142,156
-73.90829833,40.80723833,2,4,7,10,13,14,18,26,32,40,42,48,58,70,79,97,111,125,137,156
-73.90836333,40.80704833,0,3,7,10,10,14,18,23,31,37,41,46,55,67,73,91,107,122,135,151
-73.90839667,40.806955,0,2,7,10,11,13,18,23,28,36,39,47,56,63,72,87,106,119,132,147
-73.90842833,40.80687167,0,2,6,9,11,13,16,23,28,33,39,47,56,59,71,84,100,120,135,146
-73.908455,40.80679667,0,1,5,9,11,12,16,22,27,33,39,48,54,60,68,82,99,120,134,148
-73.90848,40.80674,0,1,3,10,11,12,17,23,27,30,40,45,54,60,69,81,95,119,132,148
-73.90849667,40.80669667,0,2,3,9,10,12,16,21,26,30,37,45,55,60,67,80,96,119,132,148
-73.90853,40.80663333,0,1,3,7,10,12,16,22,26,28,38,45,54,59,66,80,93,113,133,148
-73.90859333,40.80654167,0,1,2,5,10,13,16,22,25,28,38,45,52,58,68,77,92,107,132,144
-73.90863333,40.80648333,0,1,3,5,11,13,15,21,23,29,35,44,51,59,69,77,89,105,132,144
-73.908675,40.80643,0,1,3,5,8,12,16,20,23,28,36,44,51,59,68,75,90,104,128,144
-73.90871333,40.80638833,0,1,3,3,8,13,17,20,23,28,35,44,51,60,67,75,89,106,127,146
-73.90875333,40.80634667,0,1,2,3,7,13,17,20,23,27,36,45,50,62,69,75,88,105,126,148
-73.9088,40.80631167,0,1,2,3,7,13,17,19,23,28,37,45,50,61,70,76,87,105,121,149
-73.90885167,40.80628333,0,2,2,4,7,13,16,18,22,28,38,43,51,61,70,77,89,104,119,150
-73.90889833,40.80626,0,2,2,4,7,13,17,18,22,28,37,44,50,61,71,79,90,105,121,148
-73.90893667,40.80624833,0,2,2,4,7,13,16,18,22,28,37,44,51,61,72,79,91,106,123,147
-73.90896333,40.80624333,0,2,2,4,7,13,16,18,22,29,38,44,53,62,72,80,91,106,123,148
-73.909165,40.80621667,0,1,3,4,8,13,16,19,24,32,38,44,55,65,75,83,95,110,125,150
-73.909225,40.806185,0,1,3,4,7,12,15,20,25,32,38,47,57,64,75,84,95,112,127,147
-73.90930167,40.80615,0,2,2,4,6,12,15,20,25,32,38,48,57,66,77,86,95,114,128,150
-73.90947667,40.80609667,0,2,3,6,6,8,16,22,27,32,41,49,58,68,79,90,101,118,133,149
-73.90954667,40.80606833,1,2,2,5,7,8,16,22,28,32,41,48,55,70,80,92,102,120,136,149
-73.909595,40.80603667,1,2,2,5,7,9,17,23,28,32,39,47,55,67,82,94,103,119,136,151
-73.90964667,40.80601333,1,1,2,5,7,9,17,22,28,34,38,47,56,68,84,97,104,118,138,153
-73.9097,40.80599,1,1,2,5,7,10,15,21,27,35,39,48,56,69,83,98,107,118,138,154
-73.90976,40.80597167,1,1,2,4,6,10,14,23,28,34,39,48,57,69,84,98,109,120,138,157
-73.90987167,40.80591167,1,1,2,4,7,10,15,23,30,34,40,48,58,72,87,100,111,124,140,162
-73.90990833,40.80590333,1,1,1,4,7,11,14,21,31,33,40,48,58,72,88,102,111,124,141,165
-73.90994667,40.805895,1,1,1,4,8,9,15,21,31,33,42,49,59,72,89,104,112,126,142,165
-73.90998333,40.80588667,1,1,1,4,8,9,14,22,32,33,42,50,60,74,89,103,115,126,143,165
-73.910005,40.80574833,1,1,2,3,6,9,15,20,29,33,38,48,57,67,84,98,115,124,139,163
-73.90990833,40.80571167,1,1,3,3,6,10,13,19,28,33,36,45,54,66,81,97,111,123,136,164
-73.90979167,40.80562667,0,2,3,3,4,9,11,17,25,33,34,42,52,63,75,94,105,120,133,155
-73.90964,40.80555333,0,3,3,3,4,9,13,16,23,30,34,39,47,57,70,86,98,116,131,150
-73.90940833,40.80539,1,2,3,4,5,6,11,14,17,25,31,36,41,53,63,76,94,107,127,145
-73.90931,40.80531333,1,2,3,4,5,6,9,12,17,24,28,36,42,47,59,70,90,106,126,142
-73.90921167,40.80523667,2,2,3,4,5,6,7,11,16,20,27,35,40,46,55,66,87,106,122,137
-73.90911833,40.80516667,2,2,3,4,5,6,6,11,13,18,27,31,40,44,55,66,82,103,119,140
-73.90902667,40.80509833,2,2,3,4,5,5,6,9,13,19,24,30,38,44,49,63,77,98,119,138
-73.90895333,40.80503167,2,2,3,4,5,5,6,7,12,16,24,30,36,42,49,62,76,97,116,137
-73.90889167,40.80498833,2,2,3,4,5,5,6,7,12,16,20,30,35,43,48,61,78,96,114,136
-73.90883167,40.804955,2,2,3,4,5,5,6,7,12,15,22,29,34,43,49,62,76,93,115,134
-73.90870167,40.80489167,2,2,3,3,4,5,5,7,11,14,21,27,33,38,47,55,73,91,111,131
-73.90863833,40.80486167,2,2,3,3,4,5,5,8,10,14,20,26,32,38,49,54,73,88,110,128
-73.90858,40.80483667,2,2,3,3,4,5,5,7,9,14,20,25,31,37,47,56,74,86,109,129
-73.90852667,40.804815,2,2,3,3,4,5,5,7,9,14,19,25,30,38,46,56,72,87,109,130
-73.90847333,40.80479667,1,2,3,3,4,5,5,7,9,15,19,24,29,38,45,57,72,87,107,129
-73.90842333,40.80478,1,2,3,3,4,4,5,7,11,14,18,22,29,39,44,57,70,87,107,127
-73.90837333,40.80476667,1,2,3,3,4,4,5,7,11,14,18,21,30,39,43,58,71,87,106,125
-73.908315,40.80474,0,2,3,3,4,4,5,7,10,15,17,22,30,39,44,59,71,89,106,124
-73.90824,40.80463667,0,1,2,3,3,4,5,5,8,14,16,21,28,35,44,56,71,87,102,120
-73.90812,40.804555,0,1,2,3,3,4,4,6,9,12,15,20,27,35,47,56,72,86,102,120
-73.90805,40.80449833,0,0,1,2,3,4,4,6,9,10,15,20,26,36,48,60,71,87,102,119
-73.90797167,40.80446,0,0,1,2,3,3,4,6,9,10,16,20,25,35,47,60,70,86,100,116
-73.90789,40.80441167,0,0,1,2,3,3,5,5,8,10,14,19,26,35,47,60,71,84,100,115
-73.90774667,40.80431833,0,0,0,1,3,3,5,7,8,11,15,20,27,33,48,58,73,86,100,118
-73.90767833,40.804275,0,0,0,1,2,3,4,7,7,11,14,20,27,33,50,61,72,84,100,118
-73.907605,40.804235,0,0,0,1,1,4,5,7,7,10,14,21,27,35,48,61,72,83,96,116
-73.907515,40.80420833,0,0,0,1,1,4,5,7,8,11,13,20,26,36,46,59,72,82,93,117
-73.90745167,40.804175,0,0,0,0,1,4,5,6,8,9,13,21,27,38,46,60,73,82,95,116
-73.90736167,40.804135,0,0,0,0,1,4,6,6,8,9,15,21,28,37,47,59,73,84,97,112
-73.90721833,40.80409667,0,0,0,0,1,4,6,7,8,10,15,21,30,38,46,59,74,82,97,112
-73.90718,40.80413667,0,0,0,0,2,4,5,7,8,10,15,20,29,37,46,60,70,82,95,111
-73.907135,40.80417833,0,0,0,0,2,4,4,6,8,10,14,21,28,39,45,59,67,80,93,112
-73.90709,40.80422333,0,0,0,0,2,4,4,6,8,11,14,21,27,36,48,58,65,78,91,112
-73.90704333,40.80427167,0,0,0,0,2,3,4,7,8,11,14,21,27,35,50,57,65,78,94,110
-73.906985,40.80432667,0,0,0,0,2,3,4,7,8,12,14,20,28,36,46,56,64,78,94,108
-73.90693,40.80438,0,0,0,0,1,3,4,5,9,12,15,19,29,36,47,55,64,75,93,106
-73.906875,40.80442667,0,0,0,0,1,3,4,5,8,12,16,19,28,35,45,55,64,73,90,103
-73.90682833,40.80446833,0,0,0,0,1,3,4,4,9,12,17,20,27,37,45,54,63,74,89,103
-73.90678333,40.8045,0,0,0,0,1,3,3,4,11,12,16,21,26,38,45,54,63,75,90,103
-73.90674167,40.80451333,0,0,0,0,1,2,3,4,11,13,17,21,26,38,45,53,64,75,89,103
-73.9067,40.80451,0,0,0,0,1,2,3,5,10,13,17,22,26,38,45,55,63,75,88,102
-73.90665667,40.80448833,0,0,0,0,1,2,3,5,9,14,17,22,27,37,44,54,62,76,88,101
-73.90660667,40.80445333,0,0,0,0,0,2,4,6,9,14,17,22,28,36,44,53,63,73,85,99
-73.90655667,40.80441167,0,0,0,0,0,2,4,7,8,14,17,20,28,35,45,52,64,73,84,99
-73.90649,40.80436667,0,0,0,0,0,2,4,7,10,14,17,21,27,36,47,52,64,77,87,96
-73.906415,40.80432333,0,0,0,0,1,2,4,8,11,14,19,22,28,36,46,52,63,76,86,97
-73.90633,40.804275,0,0,0,0,1,1,5,8,11,14,18,24,28,35,46,57,63,72,84,96
-73.90624167,40.80422333,0,0,0,0,1,3,6,8,12,15,17,24,28,37,45,56,63,72,81,96
-73.90606,40.80412,0,0,0,0,2,4,6,11,12,14,19,25,30,37,46,56,66,70,80,93
-73.90597,40.80407,0,0,0,1,2,4,8,11,13,16,20,25,31,37,47,56,65,69,80,92
-73.90573333,40.80394333,0,0,0,2,4,7,10,12,15,16,20,26,33,39,48,56,63,68,76,86
-73.90568167,40.803915,0,0,0,3,4,7,11,12,15,17,20,26,34,39,48,56,64,68,75,85
-73.90563,40.80389167,0,0,0,3,4,9,11,12,15,18,21,27,33,41,48,56,62,68,75,85
-73.90562667,40.803875,0,0,0,3,4,9,11,12,15,18,20,27,34,41,49,55,62,69,76,84
-73.905605,40.80382333,0,0,2,3,5,9,11,12,16,19,22,27,34,43,48,54,62,69,77,82
-73.90562833,40.803785,0,0,1,4,5,9,11,12,16,19,22,28,34,44,49,54,61,70,76,82
-73.90566833,40.80373833,0,0,1,4,5,8,11,12,16,19,22,28,34,43,48,54,62,70,77,82
-73.90572167,40.80368667,0,0,1,3,5,9,10,12,17,18,24,29,34,44,50,56,63,71,77,81
-73.90577667,40.80363333,0,1,1,3,6,8,10,13,15,19,25,30,35,44,50,55,62,72,77,83
-73.90583167,40.80357833,0,1,1,3,6,8,10,12,16,20,25,31,38,44,50,55,63,73,78,84
-73.90588333,40.80352833,0,1,2,3,6,7,9,12,16,21,27,30,37,45,48,54,64,72,78,83
-73.90592667,40.80348333,0,1,2,3,6,7,9,11,16,23,27,30,38,46,50,56,65,72,78,85
-73.90596667,40.80344333,0,1,2,4,6,7,9,12,17,23,27,32,39,45,51,57,64,72,78,89
-73.906,40.80340833,1,1,2,4,6,7,9,12,17,23,28,32,39,45,51,58,65,70,79,89
-73.90602333,40.80338333,1,1,2,4,6,7,9,13,17,22,29,35,39,45,50,58,66,71,79,89
-73.90607,40.80331667,1,2,2,4,5,7,8,13,16,23,29,36,39,44,50,60,67,72,78,89
-73.90609333,40.80328,1,2,2,4,5,7,8,13,17,25,29,37,40,43,51,58,66,72,78,90
-73.90617,40.80319667,1,2,3,5,5,7,9,13,18,26,30,37,42,46,54,60,66,71,80,93
-73.90625667,40.80311667,2,2,3,4,5,7,10,13,20,26,32,38,42,46,53,61,67,73,82,93
-73.90634667,40.803035,1,2,3,4,5,6,10,14,20,25,34,40,43,47,53,63,66,73,85,92
-73.90642833,40.80296167,1,3,3,3,5,7,10,15,21,26,35,40,44,50,55,61,67,76,87,93
-73.90650333,40.802895,1,3,3,3,5,8,11,16,21,29,34,39,43,51,58,60,66,78,87,95
-73.90665167,40.80274667,1,2,3,4,5,8,13,18,22,31,36,41,47,52,58,61,69,80,89,102
-73.906725,40.80267333,1,2,3,4,6,9,14,19,25,31,36,39,47,54,58,62,70,79,91,105
-73.9068,40.8026,1,2,2,4,6,11,16,18,26,31,35,41,48,55,58,63,70,80,92,103
-73.90687333,40.80252833,1,1,2,4,7,11,15,20,27,32,37,43,49,54,59,66,74,80,94,104
-73.90694833,40.80245333,1,1,2,5,8,11,17,23,28,32,36,44,49,53,59,67,75,82,95,106
-73.90702,40.80237833,1,1,2,4,10,14,17,24,29,32,36,44,51,54,60,69,75,85,96,102
-73.90709167,40.80230833,1,1,2,5,10,14,18,24,30,33,39,44,50,55,62,72,76,88,95,102
-73.90714667,40.80225167,1,1,3,6,10,16,21,24,29,33,39,46,50,55,62,72,80,90,96,101
-73.90718,40.802215,1,1,3,6,11,16,21,25,29,33,40,46,50,54,63,72,80,92,96,102
-73.907205,40.80219167,1,1,3,6,11,16,21,25,29,32,41,45,51,54,63,72,81,91,96,102
-73.90729,40.80219167,0,1,3,6,10,16,21,25,29,34,40,45,50,56,64,74,82,92,96,102
-73.90734333,40.80221667,0,1,3,5,10,16,21,24,28,34,39,46,51,56,67,74,83,92,98,101
-73.90740333,40.80225167,0,1,3,5,9,16,21,23,28,34,39,46,50,57,65,74,85,93,99,103
-73.90747,40.80229667,0,0,2,4,9,14,18,23,30,34,38,46,50,56,66,78,84,93,99,107
-73.90754833,40.80234333,0,0,2,3,7,13,16,23,29,33,36,45,51,59,66,79,83,92,100,109
-73.90763833,40.802395,0,0,1,3,5,12,16,22,27,32,37,45,51,58,67,78,84,90,103,110
-73.90773333,40.80244667,0,0,0,3,5,11,15,21,26,32,37,44,50,60,69,78,84,92,104,112
-73.90783167,40.80250333,0,0,0,3,5,9,14,19,26,31,36,44,55,62,71,79,86,90,105,115
-73.90803167,40.802615,0,0,0,0,3,6,11,17,24,30,34,42,55,65,72,77,83,94,104,115
-73.90812667,40.80266833,0,0,0,0,2,6,10,17,22,30,34,42,55,64,73,75,86,95,106,117
-73.90820333,40.80271333,0,0,0,0,1,6,10,17,22,29,35,42,54,64,73,75,87,94,107,119
-73.90829,40.80275833,0,0,0,0,1,5,10,14,19,27,36,42,53,62,73,77,86,98,106,122
-73.90837167,40.80281167,0,0,0,0,0,3,10,14,18,25,35,44,51,62,70,77,86,99,107,121
-73.90840167,40.80283,0,0,0,0,0,3,9,14,18,25,34,42,51,62,71,76,86,98,107,122
-73.90844167,40.80285,0,0,0,0,0,3,8,13,17,25,32,41,49,62,69,77,84,99,108,123
-73.90849167,40.80287333,0,0,0,0,0,2,8,12,18,25,31,41,49,61,69,78,85,99,110,124
-73.908605,40.80294,0,0,0,0,0,3,7,10,17,24,31,42,50,59,70,79,86,100,110,124
-73.90866833,40.80298,0,0,0,0,0,3,6,10,15,21,30,41,50,58,68,79,87,102,116,126
-73.90873667,40.803025,0,0,0,0,0,2,4,10,14,20,30,40,49,56,66,79,89,102,117,130
-73.90881667,40.80307167,0,0,0,0,0,2,4,7,13,21,30,38,46,55,67,78,90,101,116,134
-73.90890167,40.80312,0,0,0,0,0,2,3,8,12,21,29,38,46,55,65,78,93,104,120,135
-73.90898667,40.80317,0,0,0,0,1,2,3,7,11,20,29,38,48,55,67,80,95,104,120,135
-73.90907667,40.80322,0,0,0,0,1,2,3,6,11,19,26,38,46,54,64,78,97,106,125,138
-73.90917,40.80327167,0,0,0,0,1,2,2,5,11,19,26,36,45,51,65,81,97,111,125,139
-73.909265,40.80332167,0,0,0,0,1,2,3,4,8,16,24,36,42,50,63,83,97,114,126,141
-73.90936,40.80337667,0,0,0,1,1,2,3,4,8,17,26,35,41,51,63,85,98,113,130,143
-73.909455,40.80343333,0,0,0,1,1,1,3,4,8,14,26,31,40,52,65,84,100,117,129,145
-73.90955167,40.80349,0,0,0,1,1,1,3,4,9,15,24,29,39,54,68,83,101,120,131,145
-73.909645,40.80354833,0,0,0,1,1,2,3,4,7,15,22,30,39,51,69,82,100,121,136,145
-73.90975333,40.80359333,0,0,0,1,1,2,3,6,9,14,21,27,39,54,70,82,101,125,137,148
-73.90986,40.80364167,0,0,0,1,1,2,3,6,10,15,19,28,38,53,70,84,104,125,140,150
-73.90996167,40.80368833,0,0,1,1,1,2,3,7,11,14,18,27,35,54,72,88,106,123,140,152
-73.910065,40.80373333,0,0,1,1,1,2,3,7,12,14,17,28,39,55,69,85,107,124,145,154
-73.91016667,40.803775,0,0,1,1,1,2,3,9,12,13,18,27,39,58,70,87,109,125,143,155
-73.91026833,40.80381667,0,0,1,1,1,2,6,10,12,13,20,29,39,55,70,90,108,128,144,157
-73.91036667,40.80385833,0,0,1,1,1,2,7,9,12,14,22,29,40,53,71,91,110,131,142,162
-73.910465,40.80390333,0,0,1,1,1,3,7,9,12,17,24,30,39,54,73,92,110,125,141,162
-73.91056667,40.803945,0,0,1,1,1,5,7,9,13,18,26,32,40,53,74,95,111,126,144,162
-73.91066667,40.80399,0,0,1,1,2,4,7,9,15,22,25,33,44,55,73,92,109,124,146,160
-73.91077,40.80403333,0,0,1,1,3,6,7,10,16,24,27,33,46,57,72,97,111,126,144,166
-73.91087,40.80407667,0,0,1,2,4,6,7,12,18,23,30,36,48,56,71,95,110,127,148,167
-73.91104333,40.80416833,0,0,1,3,4,6,9,15,20,26,32,40,47,58,77,93,111,125,146,164
-73.91112667,40.80421,0,0,1,4,4,6,12,15,22,27,33,42,47,61,79,91,109,125,143,169
-73.91121,40.804245,0,0,2,4,6,7,13,17,22,27,34,44,48,63,79,93,108,126,144,169
-73.91128667,40.80427167,0,0,2,3,6,9,14,18,25,28,35,46,49,63,79,93,107,128,146,171
-73.911345,40.804295,0,1,2,3,6,11,15,19,24,30,37,45,50,64,79,94,107,130,146,171
-73.911385,40.80431167,0,1,2,3,6,11,16,20,24,30,38,45,54,66,79,91,105,128,145,171
-73.91140667,40.80432167,0,1,2,3,6,12,16,20,24,30,39,45,54,67,79,90,105,128,144,173
-73.91156333,40.80437,1,2,3,3,9,14,19,21,26,32,42,46,56,69,80,93,109,129,147,169
-73.911605,40.804385,1,2,3,3,9,15,19,22,28,33,42,48,56,70,80,93,108,127,145,168
-73.91168667,40.80441833,1,2,3,3,10,17,19,23,28,34,44,49,56,74,80,95,108,123,144,170
-73.91172667,40.80443333,1,2,3,3,11,17,20,25,29,35,44,49,58,75,81,94,105,122,146,169
